OrderID,CustomerID,OrderDate,RequiredDate,ShippedDate,ShipVia,Freight,ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCodeShipCountry,ProductID,UnitPrice,Quantity,Discount
13370,VICTE,1956-01-19,1934-02-23,1963-09-22,3,272.64,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,18.17,9.74,0
13371,VICTE,1941-02-24,1940-01-12,1983-07-30,3,172.2,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,36.01,10.79,0
13372,VICTE,1944-02-24,1981-04-22,1918-02-11,3,5.49,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,52.41,3.64,0
13373,VICTE,1965-06-22,1981-03-12,1961-11-26,3,899.61,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,71,1.9,4.91,0
13374,VICTE,1939-02-26,1975-11-23,1972-06-25,3,563.75,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,60.6,2.41,0
13375,VICTE,1934-09-18,1992-06-12,2008-02-18,3,414.54,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,36,16.2,9.98,0
13376,VICTE,1994-06-28,2018-09-25,1997-08-27,3,166.32,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,71,86.9,7.99,0
13377,VICTE,2014-07-18,1961-06-26,1929-07-10,3,319.66,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,71.15,2.91,0
13378,VICTE,2011-12-08,1981-04-01,1946-06-16,3,515.94,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,6.05,6.27,0
13379,VICTE,1972-12-27,1905-12-26,1986-07-21,3,319.8,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,71,93.31,7.55,0
13380,VICTE,2004-01-19,1943-11-14,1980-07-04,3,469.51,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,36,40.92,3.44,0
13381,VICTE,1999-02-26,1973-07-10,1971-01-09,3,520.25,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,98.45,1.81,0
13382,VICTE,1927-07-15,2007-02-12,2019-01-31,3,198.95,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,36,38.08,8.16,0
13383,VICTE,1965-11-23,1926-09-12,1915-01-21,3,103.99,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,6.54,7.53,0
13384,VICTE,1921-11-16,1947-04-15,2011-04-05,3,103.24,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,36,58.36,9.76,0
13385,VICTE,1973-05-30,1930-06-04,1926-10-16,3,592.11,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,98.89,1.06,0
13386,VICTE,1975-07-09,1934-11-02,1926-05-10,3,988.98,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,71,84.35,6.99,0
13387,VICTE,1933-05-09,1967-09-13,1941-07-05,3,279.57,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,36,51.81,9.32,0
13388,VICTE,1941-06-09,1966-06-20,2012-07-01,3,74.94,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,36,82.03,8.27,0
13389,VICTE,1934-02-09,1900-03-16,1945-10-02,3,19.87,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,71,96.69,10.85,0
13390,VICTE,1958-09-13,1983-01-04,1921-07-27,3,240.42,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,84.47,6.94,0
13391,VICTE,1963-04-18,1987-12-25,1963-04-01,3,372.4,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,71,55.8,4.4,0
13392,VICTE,1916-04-03,1998-01-14,1983-08-16,3,985.21,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,71,41.87,9,0
13393,VICTE,1972-12-23,1981-10-12,1950-01-02,3,727.44,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,47.61,3.52,0
13394,VICTE,1988-04-10,1969-10-06,1955-11-22,3,118.57,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,71,37.61,6.57,0
13395,VICTE,2010-05-27,2011-07-09,1970-11-13,3,304.5,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,71,7.7,10.57,0
13396,VICTE,1970-01-05,1955-10-26,1983-03-17,3,249.78,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,98.99,4.06,0
13397,VICTE,2004-06-04,1951-07-31,2001-01-14,3,476.52,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,36,24.91,10.35,0
13398,VICTE,1951-03-06,1976-09-18,1957-08-13,3,202.84,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,71,27.54,3.98,0
13399,VICTE,1996-11-25,2019-03-11,1988-06-10,3,953.98,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,56.52,1.01,0
13400,VICTE,1976-05-30,1991-07-30,1939-01-20,3,974.6,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,71,49.01,6.15,0
13401,VICTE,1983-02-12,2018-06-05,1900-03-16,3,176.48,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,36,36.43,8.2,0
13402,VICTE,1901-08-08,1999-01-22,1932-11-30,3,138.94,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,46.29,7.22,0
13403,VICTE,1929-05-08,1954-09-14,1921-10-14,3,523.37,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,62.32,1.96,0
13404,VICTE,1913-04-17,2009-12-06,1976-09-21,3,419.71,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,46.68,8.92,0
13405,VICTE,2010-05-02,1971-08-02,1995-02-15,3,231.14,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,71,95.44,9.68,0
13406,VICTE,1977-07-29,1989-07-08,1927-03-08,3,978.53,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,36,24.64,5.84,0
13407,VICTE,1917-02-23,1986-10-30,1931-07-31,3,185.09,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,38.41,10.11,0
13408,VICTE,1979-11-13,1932-01-30,1924-04-13,3,976.99,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,71,98.94,1.28,0
13409,VICTE,1979-04-19,2006-07-24,1962-08-28,3,846.48,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,29.6,4.54,0
13410,VICTE,1922-06-27,1904-05-18,1988-03-10,3,666.16,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,71,77.46,9.28,0
13411,VICTE,1943-07-23,1998-05-26,1931-07-25,3,851.49,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,5.62,3.24,0
13412,VICTE,1995-11-07,1972-11-06,1980-10-31,3,439.98,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,34.15,4.26,0
13413,VICTE,1928-11-03,1908-01-16,1967-08-08,3,594.21,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,71,92.46,4.95,0
13414,VICTE,1935-12-31,1961-05-17,1955-11-19,3,765.64,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,71,80.8,1.16,0
13415,VICTE,1930-07-19,1907-05-10,1969-11-08,3,248.15,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,99.56,10.56,0
13416,VICTE,2007-06-30,2011-09-05,1923-09-20,3,955.52,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,71,37.5,2.92,0
13417,VICTE,1940-02-26,2011-09-25,1904-04-06,3,366.06,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,36,55.88,8.32,0
13418,VICTE,1935-12-21,1941-11-12,1936-10-22,3,538.56,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,36,73.81,10.27,0
13419,VICTE,1990-09-22,1916-05-01,1948-02-18,3,502.93,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,71,71.75,7.59,0
13420,VICTE,1958-07-28,1947-08-10,1940-10-03,3,6.56,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,71,21.15,9.02,0
13421,VICTE,1970-01-17,1969-10-14,1941-08-04,3,215.74,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,71,70.62,5.74,0
13422,VICTE,1990-06-08,1902-06-25,1969-12-24,3,662.14,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,64.05,4.72,0
13423,VICTE,1983-10-31,2008-03-01,1949-07-02,3,422.77,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,49.18,8.43,0
13424,VICTE,1909-05-08,1921-03-09,1912-06-28,3,921.26,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,36,7.4,5.79,0
13425,VICTE,1981-05-30,1964-07-17,1972-09-11,3,602.17,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,71,23.85,2.48,0
13426,VICTE,2012-05-28,1996-06-28,1905-04-15,3,853.74,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,99.36,7.57,0
13427,VICTE,1906-09-13,1997-11-13,1904-04-07,3,732.02,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,71,54.46,10.02,0
13428,VICTE,1914-06-29,1961-03-07,1941-04-27,3,207.42,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,80.01,5.99,0
13429,VICTE,1997-05-10,1945-12-14,1980-04-03,3,147.36,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,71,20.84,2.75,0
13430,VICTE,1952-01-12,1970-04-23,1928-12-03,3,655.12,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,74.04,5.89,0
13431,VICTE,1988-04-18,1973-01-24,2013-11-22,3,629.31,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,71,11.82,10.68,0
13432,VICTE,1940-04-25,1991-02-24,1929-02-06,3,598.6,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,36,58.15,2.84,0
13433,VICTE,1904-04-16,1962-04-19,1946-06-25,3,446.12,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,71,76.84,3.7,0
13434,VICTE,1974-01-29,1916-03-29,1931-06-09,3,36.13,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,36,59.38,10.31,0
13435,VICTE,1914-03-07,1906-10-03,1998-06-29,3,130.51,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,52.46,5.69,0
13436,VICTE,1983-10-03,1991-12-25,1900-01-09,3,33.69,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,71,89.09,10.48,0
13437,VICTE,1989-04-20,1992-11-10,1988-08-15,3,766.32,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,71,97.71,8.52,0
13438,VICTE,1977-05-04,1995-06-03,1963-03-01,3,52.59,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,71,20.45,8.9,0
13439,VICTE,2000-03-03,1902-04-17,1928-05-24,3,939.6,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,36,15.04,4.44,0
13440,VICTE,1999-11-28,1973-10-20,1958-08-17,3,517.91,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,71,19.08,8.32,0
13441,VICTE,1943-07-05,2009-02-02,1991-10-03,3,608.82,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,71,70.33,10.36,0
13442,VICTE,2003-09-09,1910-02-04,1980-10-24,3,250.76,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,36,67.32,9.9,0
13443,VICTE,1932-04-20,1976-03-26,2000-12-22,3,837.68,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,51.4,9.3,0
13444,VICTE,2007-04-04,1961-10-21,2004-06-07,3,190.8,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,86.8,3.87,0
13445,VICTE,1968-10-17,1966-07-29,1975-09-03,3,316.77,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,36,62.11,6.24,0
13446,VICTE,1914-12-14,1942-06-02,1921-05-18,3,863.36,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,71.5,5.24,0
13447,VICTE,1902-12-23,1915-12-30,1933-05-27,3,874.82,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,71,63.79,10.35,0
13448,VICTE,1996-04-12,1990-06-26,2001-07-02,3,978.67,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,36,67.19,2.89,0
13449,VICTE,1968-04-12,1981-07-25,2013-03-07,3,181.9,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,74.11,5.4,0
13450,VICTE,1937-10-02,1912-01-11,1923-03-30,3,711.04,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,61.57,3.24,0
13451,VICTE,1965-03-10,1948-04-22,2018-02-01,3,55.72,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,16.07,7.44,0
13452,VICTE,1941-05-24,2014-07-08,2000-02-09,3,175.24,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,32.66,1.43,0
13453,VICTE,2001-07-22,2008-01-11,1997-04-11,3,995.73,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,36,82.44,1.08,0
13454,VICTE,1962-08-30,2011-07-26,1959-09-22,3,26.77,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,94.96,2.66,0
13455,VICTE,1948-05-05,1953-07-08,1978-11-03,3,121.51,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,53.87,8.59,0
13456,VICTE,1955-09-25,1943-04-24,1998-07-03,3,877.87,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,36,46.27,3.2,0
13457,VICTE,1930-05-09,2014-06-24,1924-04-02,3,513.27,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,72.8,5.08,0
13458,VICTE,1956-08-16,2017-04-25,1982-02-10,3,794.26,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,36,31.9,9.56,0
13459,VICTE,1907-12-09,1962-07-07,1970-06-22,3,836.39,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,36,100.54,5.24,0
13460,VICTE,1912-09-26,1961-09-29,1978-03-03,3,316.86,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,71,97.96,7.79,0
13461,VICTE,1909-06-26,1974-12-17,1938-02-05,3,629.83,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,64.07,8.29,0
13462,VICTE,2005-07-06,2018-03-10,1956-03-03,3,435.46,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,43.24,10.9,0
13463,VICTE,1973-01-30,2015-01-21,1943-08-08,3,888.44,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,68.99,4.41,0
13464,VICTE,1971-01-12,1937-06-06,1911-10-28,3,911.6,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,69.53,5.75,0
13465,VICTE,1981-11-12,1953-10-28,1990-12-14,3,731.86,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,36,35.47,7.79,0
13466,VICTE,2006-04-17,1912-08-20,1903-06-12,3,897.07,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,36,2.14,10.61,0
13467,VICTE,1909-12-20,1957-08-18,1911-08-02,3,148.45,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,79.74,1.76,0
13468,VICTE,1913-06-09,1932-11-02,1959-10-24,3,258.05,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,4.23,9.16,0
13469,VICTE,2005-08-13,1996-06-18,2013-12-26,3,259.13,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,65.25,10.88,0
13470,VICTE,1912-03-22,1912-08-09,1987-11-20,3,209.21,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,36,77.93,9.55,0
13471,VICTE,1923-05-14,1916-06-10,1992-01-08,3,64.46,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,36,25.69,9.91,0
13472,VICTE,1928-06-24,1937-12-21,1932-06-09,3,804.47,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,84.01,8.77,0
13473,VICTE,1999-03-05,1903-01-07,1932-07-04,3,163.82,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,36,24.65,6.16,0
13474,VICTE,1906-08-05,1920-06-14,1920-01-20,3,63.95,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,36,88.45,8.33,0
13475,VICTE,1944-11-09,1976-06-26,2012-03-10,3,638.01,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,71,65.05,3.8,0
13476,VICTE,1927-01-08,2001-04-03,1980-04-28,3,128.3,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,36,78.83,5.05,0
13477,VICTE,1955-05-12,1959-02-16,1909-04-14,3,940.55,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,36,98.18,1.38,0
13478,VICTE,1981-10-03,2002-02-03,1947-08-12,3,237.67,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,36,16.18,5.15,0
13479,VICTE,1983-11-28,1945-09-30,1974-05-15,3,775.53,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,36,63.79,10.96,0
13480,VICTE,1943-03-24,1941-07-02,1986-06-07,3,807.59,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,87.68,1.04,0
13481,VICTE,1902-08-23,1984-08-07,1948-03-25,3,625.42,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,71,34.37,2.64,0
13482,VICTE,1969-04-05,1923-10-13,1974-09-22,3,237.24,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,36,94.83,8.77,0
13483,VICTE,1952-06-20,1928-04-10,1989-12-27,3,263.47,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,44.47,6.17,0
13484,VICTE,1963-10-25,1986-01-14,1922-03-16,3,832.1,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,36,96.46,2.7,0
13485,VICTE,1942-10-02,1984-02-04,1959-11-28,3,366.91,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,71,73.6,1.92,0
13486,VICTE,1985-05-29,1919-11-04,1983-01-04,3,98.22,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,36,31.98,1.47,0
13487,VICTE,1918-09-16,2006-10-12,1905-02-26,3,63.62,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,61.88,1.6,0
13488,VICTE,1911-01-15,1968-06-03,1931-01-03,3,490.59,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,71,87.58,3.92,0
13489,VICTE,1934-01-30,1969-09-09,1948-12-25,3,736.26,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,48.5,9.03,0
13490,VICTE,1937-02-02,1932-10-31,1964-01-04,3,643.89,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,36,16.55,6.21,0
13491,VICTE,1983-05-19,1971-08-09,2000-07-22,3,975.67,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,71,52.75,8.87,0
13492,VICTE,1958-01-06,1971-06-01,1996-07-07,3,318.38,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,36,57.67,1.64,0
13493,VICTE,2018-11-10,1900-07-19,1972-12-15,3,40.75,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,71,59.61,2.01,0
13494,VICTE,1956-01-14,1982-08-12,1908-02-12,3,560.49,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,71,14.68,4.59,0
13495,VICTE,1990-04-09,2014-08-15,1977-08-27,3,251.2,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,51.37,9.14,0
13496,VICTE,1903-03-04,1947-01-10,1911-02-16,3,509.25,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,71,46.83,5.49,0
13497,VICTE,1911-03-27,1936-11-15,2010-08-10,3,513.83,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,36,65.18,8.18,0
13498,VICTE,1904-03-28,2005-01-03,1910-11-11,3,269.61,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,71,11.14,8.66,0
13499,VICTE,1920-12-05,1920-12-06,2018-08-07,3,572.73,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,25.92,2.81,0
13500,VICTE,1944-12-24,2001-11-05,1932-01-12,3,840.1,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,43.81,8.63,0
13501,VICTE,1933-06-23,1978-11-11,1993-12-26,3,900.37,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,44.19,9.87,0
13502,VICTE,1929-05-04,2005-03-11,1959-03-31,3,301.96,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,36,70.48,9.79,0
13503,VICTE,2012-04-18,1984-06-06,1923-04-16,3,195.21,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,36,98.44,6.1,0
13504,VICTE,1915-01-24,1902-04-25,1974-05-01,3,54.6,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,36,27.63,7.7,0
13505,VICTE,1978-04-04,1928-10-02,1965-01-30,3,911.95,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,71,2.64,6.06,0
13506,VICTE,2002-04-19,1996-03-26,1994-06-04,3,413.79,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,100.88,4.56,0
13507,VICTE,2003-01-29,1919-09-03,2016-04-21,3,680.04,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,71,27.97,7.8,0
13508,VICTE,1988-06-19,2003-09-09,1919-06-09,3,299.31,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,36,7.95,9.96,0
13509,VICTE,2013-11-07,1911-02-10,2017-04-17,3,576.18,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,36,86.3,7.19,0
13510,VICTE,1980-04-08,2013-09-25,1930-10-07,3,77.39,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,36,52.73,10.66,0
13511,VICTE,1981-11-04,1968-10-16,1957-08-16,3,525.45,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,71,56.9,8.87,0
13512,VICTE,2009-07-19,2002-07-19,1935-05-21,3,209.88,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,71,18.24,2.67,0
13513,VICTE,2017-02-08,1983-06-14,1977-09-19,3,885.95,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,71,76.09,2.62,0
13514,VICTE,1977-05-21,2019-10-09,1968-03-25,3,323.54,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,36,30.26,9.53,0
13515,VICTE,1902-06-24,1906-01-01,2015-04-06,3,249.88,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,71,18.83,6.46,0
13516,VICTE,1941-10-14,1901-10-23,2011-11-07,3,874.87,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,71,50.06,5.52,0
13517,VICTE,1988-02-04,1993-02-23,1950-05-24,3,349.47,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,71,26.15,6.03,0
13518,VICTE,2010-10-03,1940-05-30,1928-10-12,3,694.03,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,36,10.09,2.04,0
13519,VICTE,1984-04-03,1976-04-16,1992-10-11,3,595.24,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,71,20.9,4.52,0
13520,VICTE,1993-05-01,1927-08-11,1958-07-12,3,786.91,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,71,71.71,4.2,0
13521,VICTE,1960-07-10,1900-08-03,1941-08-02,3,237.99,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,71,28.72,7.3,0
13522,VICTE,1983-10-18,1914-12-08,1917-04-24,3,604.01,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,71,98.22,3.24,0
13523,VICTE,1910-08-17,1943-05-15,2013-08-03,3,107.85,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,36,75.95,4.98,0
13524,VICTE,2003-04-08,2008-09-29,1942-06-06,3,736.87,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,36,76.82,10.27,0
13525,VICTE,1958-12-30,2004-04-02,1907-08-21,3,820.06,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,93.95,7.13,0
13526,VICTE,1908-06-22,1946-05-02,1909-11-16,3,12.22,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,100.8,6.37,0
13527,VICTE,1999-08-13,1914-01-14,1951-05-20,3,86.49,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,26.95,10.2,0
13528,VICTE,1908-03-01,1919-04-06,1960-03-10,3,269.54,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,71,73.97,10.96,0
13529,VICTE,2009-12-27,1970-08-16,2014-09-22,3,584.04,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,36,81.41,4.85,0
13530,VICTE,1938-10-08,2000-10-28,1902-05-30,3,936.33,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,36,86.34,9.99,0
13531,VICTE,2017-11-25,1959-03-26,1995-05-11,3,535.88,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,71,39.94,4.42,0
13532,VICTE,1937-12-11,1968-11-23,1923-02-19,3,893.52,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,71,10.73,5.68,0
13533,VICTE,1929-01-03,1910-09-03,2004-06-01,3,50.98,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,25.13,10.72,0
13534,VICTE,1956-08-07,1903-01-09,1930-08-15,3,564.57,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,15.59,8.96,0
13535,VICTE,1918-07-23,2004-09-24,1904-08-08,3,845.23,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,47.96,9.35,0
13536,VICTE,1910-04-12,1983-12-27,1932-01-14,3,823.99,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,18.45,9.89,0
13537,VICTE,1957-08-06,1964-01-31,2019-06-01,3,283.7,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,15.47,2.47,0
13538,VICTE,1946-03-30,1930-05-27,1903-01-08,3,880.76,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,71,45.88,7.91,0
